,parent_asin,title,price,average_rating,metadata
3593,B094R6D78T,"DAWEIXEAU Case for Galaxy Note 20 Ultra 5G,Galaxy Note 20 Ultra Case Heavy Duty Rugged Shockproof Protective Cover Case for Samsung Galaxy Note 20 Ultra (Grass Green)",-1.0,3.2,"daweixeau cell phones & accessories cases, holsters & sleeves basic cases daweixeau case for galaxy note 20 ultra 5g,galaxy note 20 ultra case heavy duty rugged shockproof protective cover case for samsung galaxy note 20 ultra (grass green) the bracket case is specially designed for samsung galaxy note 20 ultra the double-layer protection mobile phone case is a combination of tpu frame and hard pc back cover, which is strong and durable and can provide excellent comprehensive protection against falling, scratching, dust and other impacts. the reinforced corner air technology provides your phone with better anti-fall, anti-scratch and anti-shock protection functions, while retaining the slim and fashionable design. mobile phone case design: the 2.5 mm high lip protects the camera and 1 mm high lip relieves the impact. the side of the case adopts a unique texture design, which effectively increases the skid resistance and strengthens the grip. the inner container adopts a cellular design to enable the mobile phone to play a role in heat dissipation and shock prevention during long-term use, which can prolong the service life of the mobile phone. built-in folding stand: you can watch videos and movies comfortably, or make video calls very conveniently accurate cuts allow easy access to all buttons (camera, speaker and connector) and easy charging of the phone without removing the phone case. this product is a perfect gift for men, women and children. the humanized design is simple, beautiful and practical（this product does not include tempered film and lanyard） "
3594,B09FXPQS3X,"EYZUTAK Case for iPhone XR, Soft Silicone TPU Slim Case Electroplated Heart Phone Case Simple Luxury Shockproof Protective Case -Pink Heart",7.99,3.9,"eyzutak cell phones & accessories iphone accessories eyzutak case for iphone xr, soft silicone tpu slim case electroplated heart phone case simple luxury shockproof protective case -pink heart compatible model - the latest special solid heart case for iphone xr, electroplating cute glossy thin phone case glitter solid heart design - with this design you make your phone more attractive and fashionable. the sweet love pattern make your cell phone like star bling shiny luxury sparkle glitter and highlight the natural beauty of your cell phone premium material - consists of high quality thin gel tpu. humanized ergonomic cover, comfortable to hold and excellent to hold. slim gel silicone protects the phone from scratches and falls at 360 degrees support wireless charging - this tpu phone case compatible with wireless charging, so you can charge your smartphone more easily precise cutouts - precise cutout design allows easy and complete access to all ports. the cutouts for the camera, charging port and loudspeaker are in the right place "
3595,B00D2OKYF2,Naruto Samsung Galaxy S4 i9500 Case Naruto Uzumaki Anime Comic Design Slim HARD Cases Cover at abcabcbig store,-1.0,5.0,"lyn-111  naruto samsung galaxy s4 i9500 case naruto uzumaki anime comic design slim hard cases cover at abcabcbig store new design hard back cover for cell phone,soft-touch satin grip matte finish very easy to install and remove,shock absorbable and anti-bump for protection more good protection and functionality than ordinary plastic,give your comprehensive protection comfortable hand touch and easy to carry,full metal aluminium shell for heavy-duty protectin of your gadget hard high-quality materials, durable resistant to scratches, dust and spills, keep the perfect shape of your device"
3596,B08DRCHHQ5,"I-HONVA for Galaxy Note 20 Case Shockproof 3 in 1 Full Body Protection [Without Screen Protector] Rugged Heavy Duty Durable Cover Case for Samsung Galaxy Note 20 5G 6.7 inch, Night Purple/Pink",10.99,4.5,"i-honva cell phones & accessories cases, holsters & sleeves basic cases i-honva for galaxy note 20 case shockproof 3 in 1 full body protection [without screen protector] rugged heavy duty durable cover case for samsung galaxy note 20 5g 6.7 inch, night purple/pink compatibility: compatible with samsung galaxy note 20 with 6.7-inch screen, please atention that this case without a built-in or sperate screen protector. precision design: amazing detachable 3 in 1 design, constructed from high-grade silicone and pc polycarbonate full protection: drop protection, scratch and dust protection, shockproof protect your galaxy note 20 from drops, dirty and daily adventures.with this case,your new phone could survive from any fall. screen & camera protection: featuring with raised front edge lips and lens lips, the smart phone case cover offers strong protection for your phone screen & camera lens when fell down and in everyday wear. precise cutouts: the wide accurate cutouts and responsive press buttons make it easy to get access to all the ports, cameras, speakers and mics and other functions of your phone. simple and convenient. i-honva tough protection series case for samsung galaxy note 20 2020 release 6.7 inches worry less while you're working, adventuring and living when you defend your device against drops, dirt and scrapes. the new i-honva tough protection series case is specifically designed for the samsung galaxy note 20. combining a solid internal shell with a resilient outer slicone cover, tough protection series deflects the action and accidents that come your way every day drop protection tough protection series is your phone’s first line of defense against drops, falls, impacts and the rugged world outside dust protection port plugs lock out dust, dirt and grime so your device stays clean and debris free multi-layer protection a high-impact polycarbonate shell and synthetic rubber exterior slicone combine to protect your device from wear and tear and random accidents compatibility samsung galaxy note 20"
3597,B0BZP71WHM,"USB C Samsung Fast Charging Cable, [3-Pack 6FT] Android Phone Charger Cord USB Type C Cable for Galaxy S23 Ultra A14 A53 A13 S22 A23 S21 A03s S20 A12 S10 S9 Note 20 10 A10e, Google Pixel 7 6Pro 6a 5a",8.99,4.8,"whotper cell phones & accessories accessories chargers & power adapters automobile chargers usb c samsung fast charging cable, [3-pack 6ft] android phone charger cord usb type c cable for galaxy s23 ultra a14 a53 a13 s22 a23 s21 a03s s20 a12 s10 s9 note 20 10 a10e, google pixel 7 6pro 6a 5a 【wide compatibility】 samsung s23 fast charger cable compatible with galaxy s23 ultra s23+ s22 ultra s22+ s21 s20fe s10e s9 s8 note 20 10 9 8, a03s a04s a53 a52s a51 a50 a33 a30 a23 a14 a13 a12 a10e, google pixel 7pro 6pro 5a 4a 4xl 3a. moto g power pure stylus pure g7 play g7 power, edge+, lg g5 g6 v20 v30 v40 v50 v60 thinq stylo 4 5 6 and more usb c devices. 【fast charging & data-sync】usb a to c samsung galaxy a14 charging cord is built-in high quality copper core, charging speed up to 3a(max) when used with a plug that supports fast charging. the data transfer speed can reach 480mbps, which supports transfer music, pictures and various files. 【high quality& durable】type c nylon braided charging cable is made of high-quality nylon braided material, which is wear-resistant and not easy to break. no longer afraid of being bitten by pets. can bear 15000+ bending test. premium aluminum housing makes the cable more durable. 【suitable length】the perfect 6ft usb c pixel 7 charger cord keeps your devices connected with a much greater distance, you can be free to use on the sofa, bedroom, office and car, etc. compact size is handy to carry in your bag or pocket, enjoying the data sync & charge anywhere and anytime. 【what you get】you can get 3 pack 6ft usb a to type c phone charger cable(rose red+blue+purple). if you have any questions about the product, please feel free to contact us. 3 pack 6ft nylon braided usb a to usb c cable for samsung galaxy s23 a14 a13 a53 a23  product specification: function: charging + syncdata transfer rate: 480mbps support fast charging protocol: qc3.0/2.0 material: nylon braid and aluminum case color: rose red+blue+purple compact size: the cable is flexible and can be folded at will, easily put in your pocket or bag, and easy to carry. multicolor usb c cable:  come with three different colors of type-c cable, easy to distinguish and find, you can share with your family.  compatibility list: -samsung galaxy s23/s23+/s23 ultra/s22/s22 ultra/s22+/s21 fe/s21+/s21 ultra/s20 fe/s20/s20 +/s20 ultra/s10/s10+/s10e/s9/s9+/s8/s8+ -samsung galaxy note 20/note 20 ultra/note 10/note10+/note10 lite/note 9/note 8/z flip4 3/z fold4 3 2 -samsung galaxy a10e/a20e/a02s/a03s/a04e/a11/a12/a13/a20/a20s/a21/a21s/a22/a23/ a30/a30s/ a31/a32/a33/a40/a41/a42/a50/a51/a52/a52s/a53/a54/a60/a70/a70s/a71/a72/ a73/a80/a90 -samsung galaxy m20/m21/m30/m31/m30s/m31s/ m40/m51/m53/m13/m12/m11 -google pixel 7 pro/7/6 pro/6a/5a/5/4/4a/4 xl/3 xl/3a/3a xl/2/2 xl/xl -one plus 10 pro/9rt 5g/9/9r/9 pro/8/8t/8t+ 5g/8pro/7/7t/7 pro/7t pro/6/6t/5/5t/3/3 -moto g power/g stylus/g play/g pure/g82/g72/g60/g53/g32/g22/g10/ g9/g9 plus/g9 play/g9 power/g8/g8 power/g7/g7 power/g7 play/g7 plus/g6 -lg velvet 5g/w41 pro/wing 5g/k92/k51s/g5/g6/g7 thinq/g8 thinq/v20/v30/ v40 thinq/v50 thinq/v60 thinq/stylo 4 5 6 and more. package list: 3 pack 6ft usb c cable(rose red+blue+purple)"
3598,B0B59MKCKN,"Cell Phone Charms, Cute Anti-lost Beaded Phone Lanyard Wrist Strap, Kawaii Phone Chain Strap for Women Girls Keychain Phone Accessory",-1.0,4.8,"eforstore cell phones & accessories accessories décor phone charms cell phone charms, cute anti-lost beaded phone lanyard wrist strap, kawaii phone chain strap for women girls keychain phone accessory exquisite workmanship: simple style design, there are many different pattern combinations on the pendant chain, elegant and beautiful, bright colors, decorate your phone case, make your phone look more fashionable and different. anti-lost phone lanyard: by using this phone lanyard you can hang your phone on your wrist to prevent your phone from being accidentally lost or dropped. suitable for any occasion such as shopping, travel, outdoor camping, beach, party, etc. easy to carry: the crystal phone chain is lightweight and the right size to carry with your phone. it is a great daily accessory for matching with clothes to highlight the youthful atmosphere. can also be hung on school bags, car keys, door keys, wallets as a beautiful decoration. material: the mobile phone chain is made of high-quality crystal and metal, and the nylon rope is strong and not easy to break, strong, durable, and not easy to fade and wear for long-term use. gift: packed in a beautiful gift box, the perfect gift for family and friends, give it on birthdays, christmas, valentines day, graduation season or special days, they will love this gift. cell phone charms, cute anti-lost beaded phone lanyard wrist strap, kawaii phone chain strap for women girls keychain phone accessory specification: product name: cell phone charms strapmaterial: crystal, metal, nylon ropesize: length 36cm + 6cm(14.2"" + 2.4"")colour: black / pink / beige / green / navyweight about: 17g package included: 1pcs x mobile phone charms strap"
3599,B07B2PTTZ3,SAMONPOW Wallet Cover for Galaxy S9 Case Hybrid S9 Wallet Case Card Holder Shell Heavy Duty Protection Shockproof Anti Scratch Soft Rubber Bumper Cover Case for Samsung Galaxy S9 Black,-1.0,4.2,"samonpow cell phones & accessories cases, holsters & sleeves basic cases samonpow wallet cover for galaxy s9 case hybrid s9 wallet case card holder shell heavy duty protection shockproof anti scratch soft rubber bumper cover case for samsung galaxy s9 black compact fit: perfectly compatible with samsung galaxy s9, 100% fit. andvanced dual layer protection:hard pc cover and impact resistant shockproof soft rubber bumper. card slot: it can hold 2 cards (credit/debit/id card) just with sliding the button that is convenient. improved peripheral access: precise cutouts and design, easy access to all buttons, cameras and ports. protect your phone from scratches, bumps and other daily damage. "
3600,B0BHL4LVRM,"Samsung A13 5G case,Galaxy A13 4G case,with HD Screen Protector,M MAIKEZI Fashion Shock-Absorption Flexible TPU Bumper Soft Rubber Protective Case Cove for Samsung Galaxy A13 5G/4G (Black Brushed TPU)",8.98,4.5,"m maikezi cell phones & accessories cases, holsters & sleeves basic cases samsung a13 5g case,galaxy a13 4g case,with hd screen protector,m maikezi fashion shock-absorption flexible tpu bumper soft rubber protective case cove for samsung galaxy a13 5g/4g (black brushed tpu) compatible model: package inludes a free pet hd screen protector (plastic), perfect designed for samsung galaxy a13 5g and samsung galaxy a13 4g; refined design: soft tpu case, all keys inclusive, brushed back and carbon fiber design increase grasp force, but without sweat stain, fingerprint or dust accumulation; good material: this samsung galaxy a13 5g case is made of environment-friendly plastic and anti-stretch tpu rubber; inner sleeve is spider web structure effectively dissipates heat; great protection: flexible tpu edge bumper ensures reliable shock absorption protection; raised edge for added camera and screen protection; easy to access: precisely cut openings to allow full access to all the functions of your device and ports, and sensitive button covers allow responsive presses. 1.features: .drop protection  .scratch protection  .dust protection  .non-slip protection  - defend your device from drops, dirt and daily adventures  - fashion that protects your phone and offers an excellent hand feel.  - made from durable high quality material, provides maximum protection for your phone.  - access to all buttons and features. 2.compatible model: samsung galaxy a13 5g and samsung galaxy a13 4g 3.packaging including one samsung galaxy a13 5g brushed tpu case with hd screen protector 4.warranty/replacement/refund: our products come with a 60 days warranty. if the item you have received is defective in any way, please email us for replacement or refund. if you have any questions, please contact us via amazon message system. we will reply you without 24 hours. and giving you a satisfactory answer."
3601,B00HM1BA9A,HR Wireless LG Enact/VS890 Design Protective Cover - Retail Packaging - Green Flower,-1.0,4.0,hrwireless  hr wireless lg enact/vs890 design protective cover - retail packaging - green flower practical & stylish allows access to all buttons and ports build from high grade materials practical and stylish allows access to all buttons and ports build from high grade materials this protective cover is specifically designed for your phone. it will protect your phone from unwanted scratches. give your phone an extra edge by using this product.
3602,B09H4TN38C,"Intoval No gap Band for Samsung Galaxy Watch 4 / Watch 4 Classic, Premium Stainless Steel Bands with Link Adjustment Tool",-1.0,4.1,"intoval cell phones & accessories accessories smartwatch accessories smartwatch bands intoval no gap band for samsung galaxy watch 4 / watch 4 classic, premium stainless steel bands with link adjustment tool 【 especially for watch 4】the connectors are redesigned, and the band only fits for galaxy watch 4 and watch 4 classic 【easy install & resize】easy to adjust the size using the included tool. with quick release pins, you can attach the band to the watch face within tens of seconds. 【looks great】people can't even realize it's a smartwatch when you have this band on. ideal for both formal and casual occasions. 【premium quality】made of premium stainless steel together with 360° electroplating. durable, waterproof, and scratch-resistant. 【we've got it covered】package includes 1 x band, 3 x pins, 1 x remover kit, 1 x service card. 360-day return & refund policy. the customer support team is standing by 7x24. "
3603,B074878HBC,"Galaxy S8 Case with Kickstand,OTRON Heavy Duty Tough Hybrid TPU Hard Rugged Silicone Bumper Stand Case with Belt Clip Holster for Samsung Galaxy S8 (Black)",-1.0,3.5,"otron cell phones & accessories cases, holsters & sleeves holsters galaxy s8 case with kickstand,otron heavy duty tough hybrid tpu hard rugged silicone bumper stand case with belt clip holster for samsung galaxy s8 (black) ▶only compatible with samsung galaxy s8 ▶materials: [heavy duty] soft tpu & hard pc,rugged 3 in 1 layer case with kickstand for samsung galaxy s8 ▶belt clip holster: 360 degree rotary belt clip,give your phone rugged protection and hands-free while riding walking climbing and running,it is convenient for you to tie to the mountaineering bag ,also act as a kickstand for hand-free media viewing ▶multi-layer case: make limited waterproof,simply protect your mobile phone from the rain or the sudden water damage,does not support depth diving, it cannot using for swimming,surfing or being soaked in the water.you can use it as usual and have fun ▶special design:robust 3-layer protective case,port covers,stop dirt,dust and lint from getting into jacks and ports,without worried with your phone damage or broken in any accident or outdoor activities. galaxy s8 case with kickstand,otron heavy duty tough armor hybrid tpu hard rugged silicone bumper stand case with belt clip holster for samsung galaxy s8 convenient and functional shock absorbing materials protects your phone from drops and impact.built-in kickstand is perfect to watch your favorite videos. protection matters high quality with high-impact polycarbonate hard outside shell, inner durable silicone slipcover work as a heavy duty case,offer toughest protections for your phone from drop,scrapes,dirt,bumps and shock. belt clip as kickstand the holder itself has a 360 degree rotatable clip,which can be used to mount your phone to your waist belt or your bag belt for your different needs, like outdoor use. and there is a kickstand on the case holder which is convenient for your hands free phone use military grade material high quality soft tpu + pc to offer full protection all around the device,3 material construction absorbs shock and withstands drops,plus raised beveled edge keeps your touchscreen safe,gives your phone a max protection against shocks,dumps,drops and scratches. special design robust,3 layer protective case,with a built-in screen protector,with stands scratches,drops,bumps and shock.special pattern on the case makes your phone different and eyes-catching what's in the package: 1 x samsung galaxy s8 case with belt clip"
3604,B0BKQ1F37R,"USB C Car Charger, Aergiatech 40W PD 3.0 Fast Car Charger Adapter Dual Port, Metal Type C Car Charger Compatible with iPhone 13/13 Pro/12/12 Pro/11/X/SE, Galaxy S21/S20/Note20, iPad, Pixel 4, Black",6.99,4.6,"aergiatech cell phones & accessories accessories chargers & power adapters automobile chargers usb c car charger, aergiatech 40w pd 3.0 fast car charger adapter dual port, metal type c car charger compatible with iphone 13/13 pro/12/12 pro/11/x/se, galaxy s21/s20/note20, ipad, pixel 4, black efficient fast charging - aergiatech dual-port cigarette lighter usb c charger enables you to charge two devices simultaneously at full speed 40w(20w each port), supports pd3.0/qc4.0+/qc3.0+/afc/fcp/pe+ protocols and provides 3x faster-charging speed to save you 80% time by charging usb-c smartphones and tablets at the same time. ultra-compact - built this fast car charger tiny thumb-size(size: 1.77 x 1.06 x 1.06 in.) to free up space in your center console, it's the smallest car charger to take anywhere. premium material & design - aergiatech usb-c car charger with full zinc alloy body resistant scratch perfectly, long-lasting in use and does an excellent job of dissipating heat, which is safer than a plastic one. the shrapnel contact design ensures the car charger to be plugged in firmly no matter how bumpy the road is. no distracting leds on it, never annoying to drive at night. wide compatibilities - aergiatech pd car charger works flawlessly with usb-c enabled phones and tablets including compatible with iphone 13/13 mini/13 pro/13 pro max/12/12 mini/12 pro max/11/11 pro/11 pro max/se/x, ipad, samsung galaxy s21/s20/s20+/s10+/s10e/note 20/note 10, google pixel 4a/4 xl/4/3 xl/3/3a/3a xl, earbuds, and more. all-round protection - aergiatech usb c car power adapter is certified with ce, fcc, rohs, and integrated intelligent protection-system that automatically provides over-temperature, over-current, over-charging, over-voltage protection, it's a reliable car charger for your devices. what you get - aergiatech 40w usb c car adapter, user manual, 18-month warranty, friendly customer service (cable not included). "
3605,B07C1J59H8,"YaSpark Compatible Fitbit Versa Charger, Fitbit Versa Charging Dock Station Cradle Holder Charging Adapter Clip Premium Plastic Bracket Charger for Fitbit Versa Smart Fitness Watch",-1.0,4.5,"yaspark cell phones & accessories accessories smartwatch accessories smartwatch cables & chargers yaspark compatible fitbit versa charger, fitbit versa charging dock station cradle holder charging adapter clip premium plastic bracket charger for fitbit versa smart fitness watch applicability : easy to use, just plug your fitbit versa watch to the charger, and then connect the usb to pc or ac charger to get your watch charged. high charging speed : fitbit versa charger special design, anti-slip, your watch is safe when charging. compatible with various adapters : replacement fitbit versa charger dock charging cardle to charge your fitbit versa smart watch at home, in office, in car or on travels. note : please remove your versa protective case before charging,this fitbit versa charger won't work with it.if the fitbit versa watch not charging, it is probably the fitbit versa smartwatch not put in a right place, please re-try to put it in the right place. warranty : lifetime customer service from yaspark ; please feel free to contact us if you have any further questions; we will solve it for you without 24 hours. ♥♥♥yaspark usb charger for new fitbit versa 1.specially designed charging cradle will perfectly fit your fitbit versa for a fast and simple charge.  2.use various charging options by simply plugging the usb port into your computer,wall charger,car charger,etc. 3.not too long and not too short.durable and flexible material for a longer lasting lifespan.  4.compact and lightweight,perfect for carrying around to power up your fitbit versa whether you're at the office or on the go.power protection circuit included to avoid overcurrent much better. ♥♥♥product specs: cable length:1m chargering voltage/current: 5v--1a note: if the watch with a protective cover, it will not work package:1 x fitbit versa charging dock ★★★ 18-month warranty : order with confidence and enjoy a full refund or replacement without return.any problems,you can reach us via email at any time. ★★★faq: q: if i find the item fitbit versa charger dock defective, how could i get an exchange?  a: you can contact amazon customer service or email us, we will help you solve it. q: if i am not satisfied with this product, can i return it and get refund?  a: yes, sure you can return fitbit versa charger dock and get full refund if you are not satisfied with the product."
3606,B07GDVK1JD,[NakedShield] Compatible for Samsung Galaxy (J7 2018)/J7 Aero/J7 Refine/J7 Star/J737/J7 V 2nd Gen [Clear] Ultra Slim TPU Phone Case Cover [Yellow Print],-1.0,3.7,"naked shield cell phones & accessories cases, holsters & sleeves basic cases [nakedshield] compatible for samsung galaxy (j7 2018)/j7 aero/j7 refine/j7 star/j737/j7 v 2nd gen [clear] ultra slim tpu phone case cover [yellow print] fit: samsung galaxy (j7 2018)/j7 aero/j7 refine/j7 star/j737/j7 v 2nd gen ultra-slim, light weight, no bulk, enhanced grip design gives the slick look for your phone without added weight or bulky. easy access to touchscreen and ports. works with wireless charging, glass protector. constructed from smooth, high quality, tough and flexible tpu that resists dirt and stains. indestrucable case. 100% satisfaction guarantee naked shield ultra slim case, one of our best selling case. case is unbreakable, soft to touch, shock absortion on impact. no bulk in size and light on weight. made of scratch resistant tpu, also known as thermoplastic polyurethane, jelly cases can withstand more than a traditional case and are perfectly suited to larger, touch screen smartphones. compared to silicone, tpu is firm but flexible to the touch. with the barely there lightweight design you'll forget the case. simply snap on the case in one easy step.designer images are printed in printed in usa with safe eco ink. will works with wireless charging and glass protector. you play nakedshield protect."
3607,B01MSAVU3M,"LG Aristo Case, Zizo [Bolt Series] w/FREE [LG Aristo Screen Protector] Kickstand [12 ft. Military Grade Drop Tested] Holster Belt Clip - LG Fortune",-1.0,3.7,"zizo cell phones & accessories cases, holsters & sleeves basic cases lg aristo case, zizo [bolt series] w/free [lg aristo screen protector] kickstand [12 ft. military grade drop tested] holster belt clip - lg fortune  "
3608,B0BGK6NL14,"iPhone Charger [Apple MFi Certified], ARCCRA 3-Pack 3FT 6FT 10FT Lightning Cable Data Sync Charging Cords with 2 X Dual Port USB Wall Charger Block Plug for iPhone 13 12 11 Pro Max XS XR X 8 7 6 Plus",14.99,4.5,"arccra cell phones & accessories accessories chargers & power adapters wall chargers iphone charger [apple mfi certified], arccra 3-pack 3ft 6ft 10ft lightning cable data sync charging cords with 2 x dual port usb wall charger block plug for iphone 13 12 11 pro max xs xr x 8 7 6 plus fast charging & data sync: iphone wall charger charge 15% faster than regular usb charger with new intelligent ic chip tech, up to 2.1amps/5v; copper wires in charger cord strengthening signal and sync data transfer up to 480mbps safe protection: built-in safety switch in usb plug against over-current, over-voltage, over-heating and short-circuit, ensuring maximum safety; pc shell made with premium fireproof materials 2-port 2-usb wall charger: simultaneously charging two devices with high-speed; automatically recognizing devices and maximizing the charging efficiency; small and compact design compatibility: compatible with iphone 13 / 12 / 11 / se/ xs max / xs / xr / x, iphone 8 / 8 plus, iphone 7 / 7 plus, iphone 6 / 6 plus / 6s plus / 6s, iphone se / 5s / 5c / 5, ipad / air / pro / mini what you get: 3-pack usb cables (10-foot, 6-foot, 3-foot) and 2-pack phone wall charger block "
3609,B07L9Y1QH8,Humwei Honor 10 Mobile Phone Case Black Anti Slip Huawei Honor 10 Case Soft TPU Phone Case with 3D Printing Slim Profile Phone Cover Compatible with Huawei Honor 10 Case,-1.0,5.0,"jiatua cell phones & accessories cases, holsters & sleeves basic cases humwei honor 10 mobile phone case black anti slip huawei honor 10 case soft tpu phone case with 3d printing slim profile phone cover compatible with huawei honor 10 case  "
3610,B08MXDPWC5,"Slimall Tab s6 Lite Touch Stylus s Pen Nibs/Tips Replacement for Samsung Galaxy Tab S6 Lite 10.4"" SM-P610 SM-P615 2020 (Black)",5.45,4.2,"slimall cell phones & accessories accessories stylus pens slimall tab s6 lite touch stylus s pen nibs/tips replacement for samsung galaxy tab s6 lite 10.4"" sm-p610 sm-p615 2020 (black) compatiable model:tab s6 lite s pen nibs replacement only for samsung galaxy tab s6 lite 10.4"" sm-p610 sm-p615 2020 use: this s pen nibs tab s6 lite will replace you broken,damage or lost galaxy tab s6 lite pen nibs,also good to make a storage purpose attention:tab s6 lite tips not include install guild package include:3* black tab s6 pen nibs + 2* grey tab s6 lite tips +1* tweezer quality:each galaxy s6 lite nibs replacement test strictly before shippment key features: made of high quality materials this galaxy s6 lite stylus pen nibs allows you to make fast identification,easy and smooth writing,draw or edit with 4096 levels of pressure sensitive,can make spare storage. ."
3611,B00CB5O2L0,"Ooki Green Deluxe Folio Ultra Wallet Leather Case with Credit Card Holder and Magnetic Closure for The Sprint Epic Touch 4G (SPH-D710), US Cellular Samsung Galaxy S2 (SCH-R760) & The Boost Mobile Samsung Galaxy S2",-1.0,4.1,"ooki  ooki green deluxe folio ultra wallet leather case with credit card holder and magnetic closure for the sprint epic touch 4g (sph-d710), us cellular samsung galaxy s2 (sch-r760) & the boost mobile samsung galaxy s2  "
3612,B0BHVTDPKD,"4 Pack Alpine Trail Loop Nylon Band Compatible with Apple Watch Band 38mm 40mm 41mm Women Men,Adjustable with Metal G-Hook Strap for iWatch Ultra Series SE 8/7/6/5/4/3/2/1,Black/Orange/Black/Blue",17.99,4.4,"fnker cell phones & accessories accessories smartwatch accessories smartwatch bands 4 pack alpine trail loop nylon band compatible with apple watch band 38mm 40mm 41mm women men,adjustable with metal g-hook strap for iwatch ultra series se 8/7/6/5/4/3/2/1,black/orange/black/blue 【compatible models】this alpine loop band compatible with apple watch bands 38mm 40mm 41mm 42mm 44mm 45mm 49mm for iwatch ultra/se series 8/7/6/5/4/3/2/1. 【premium material 】the rugged alpine loop is made from two textile layers woven together into one continuous piece without stitching.the newly designed ultra alpine loop stretchy band fits snugly around your wrist without irritating your skin. 【choice of ideal gift】a nice choice for father's day, mother's day, thanksgiving, christmas, anniversary, birthday, valentine's day, etc. for friends, boyfriend/girlfriend. 【sports band】suitable for many scenes, especially suitable for sports such as hike, run, outdoor activities. making the ultimate sports watch for athletes of all kinds required a unique approach. that’s why specialized bands for outdoor adventures, endurance training, and water sports are as meticulously crafted as the watch itself. 【after-sales service】any problems with our band, please feel free to contact us, you will get a very quick response and satisfactory after-sales service. a customer’s happy shopping experience is the most important for us. "
3613,B00QX8240W,"iGadgitz Clear PC Hard Back Case Cover for Apple iPhone 6 PLUS & 6S PLUS 5.5"" Protective Shell + Screen Protector",-1.0,4.1,"chrise cell phones & accessories accessories igadgitz clear pc hard back case cover for apple iphone 6 plus & 6s plus 5.5"" protective shell + screen protector  "
3614,B004WG4V3K,Griffin 9696-aircrvc 2 Meter 30-pin-to-composite Video Cable for Ipod/iphone,-1.0,5.0,live2pedal cell phones & accessories accessories griffin 9696-aircrvc 2 meter 30-pin-to-composite video cable for ipod/iphone no power required audio enhancement stylish look air curve stereo dock for ipod and iphone 4/4s
3615,B07H2SCNKG,"Anuck iPhone SE Case 2022/2020, iPhone 8 Case, iPhone 7 Case, Non-Slip Liquid Silicone Gel Rubber Bumper Phone Case Soft Microfiber Lining Hard Shockproof Protective Cases Cover 4.7"", Black",9.99,4.6,"anuck cell phones & accessories cases, holsters & sleeves basic cases anuck iphone se case 2022/2020, iphone 8 case, iphone 7 case, non-slip liquid silicone gel rubber bumper phone case soft microfiber lining hard shockproof protective cases cover 4.7"", black compatibility - shock proof phone case for apple iphone 7 4.7 inch (2016 release) & iphone 8 4.7 inch (2017 release) & iphone se 2020 (2nd gen) & iphone se 2022 (3rd gen), simple and clean design, support wireless charging while case is on slim & protective: fits snugly and provide a good amount of protection without adding bulk, super protective silicone cushion withstands most scratches, drops, bumps and shocks anti-slip texture: made of high quality rubber silicone material, which prevents your phone slipping out of your hand, or off the table, soft to touch and good grip when holding it screen & back protection: featuring sufficient raised edges to lift screen and camera off flat surface to protect front screen and back camera from shattering or crack; the inside of the case is lined with soft microfiber material, which will keeps the back of your phone scratch free fitting - perfectly fits iphone 7 & iphone 8 & iphone se 2020 & iphone se 2022, precise cutouts for all buttons and ports, unlike other silicone case, this case covers the whole bottom of the phone, give your device a full body around protection "
3616,B07X7GY35J,"Dailylux Case for iPhone 8 Plus, iPhone 7 Plus - [Built-in 9 Card Slots] Premium PU Leather Cover Flip Wallet Case for Apple iPhone 8 Plus / 7 Plus 5.5 Inch, Colorful Pineapples",-1.0,4.3,"dailylux cell phones & accessories cases, holsters & sleeves flip cases dailylux case for iphone 8 plus, iphone 7 plus - [built-in 9 card slots] premium pu leather cover flip wallet case for apple iphone 8 plus / 7 plus 5.5 inch, colorful pineapples designed for iphone 8 plus / iphone 7 plus 5.5 inch only. not compatible with other device. made from premium synthetic leather exterior and soft tpu interior - snug fit, durable and protective. built-in 9 card slots - easily store your business cards, bank cards, bills or cash while on the go. full protection - raised edges frame and soft-touch cover lid is designed to protects the screen and 4 corners of your iphone from scratches, drops and dings. one-piece case - magnetic snap closure for security, and detachable wrist strap make it easy to carry wherever you go. features: 1. this flip case is made of high quality synthetic leather with top-grade hand feeling. 2. card slots are designed to store your debit card, credit card or id card while on the go.  3. form-fitting interior case (full-body tpu shockproof frame) securely holds your device in place.  4. integrated magnet closure preventing the flap from moving around as well as protecting the screen. 5. a detachable hand strap offers convenient hand-free experience for viewing and carrying.6. precisely cut openings to allow full access to all the functions of your device. package includes: 1 x dailylux wallet case for apple iphone 8 plus / iphone 7 plus 5.5 inch please feel free to contact us if you meet any question before you review it, we will give you a best solution to make you satisfied."
